2026-05-08 15:08:19,780 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/getMe "HTTP/1.1 200 OK"
2026-05-08 15:08:19,882 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/deleteWebhook "HTTP/1.1 200 OK"
2026-05-08 15:08:19,885 - apscheduler.scheduler - INFO - Scheduler started
2026-05-08 15:08:19,885 - telegram.ext.Application - INFO - Application started
2026-05-08 15:08:30,351 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/getUpdates "HTTP/1.1 200 OK"
2026-05-08 15:08:40,522 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/getUpdates "HTTP/1.1 200 OK"
2026-05-08 15:08:50,618 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/getUpdates "HTTP/1.1 200 OK"
2026-05-08 15:09:00,726 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/getUpdates "HTTP/1.1 200 OK"
2026-05-08 15:09:10,778 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/getUpdates "HTTP/1.1 200 OK"
2026-05-08 15:09:11,423 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/sendPhoto "HTTP/1.1 200 OK"
2026-05-08 15:09:13,268 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/getUpdates "HTTP/1.1 200 OK"
2026-05-08 15:09:13,360 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/answerCallbackQuery "HTTP/1.1 200 OK"
2026-05-08 15:09:13,491 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/editMessageCaption "HTTP/1.1 200 OK"
2026-05-08 15:09:15,856 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/getUpdates "HTTP/1.1 200 OK"
2026-05-08 15:09:15,995 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/answerCallbackQuery "HTTP/1.1 200 OK"
2026-05-08 15:09:16,197 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/editMessageCaption "HTTP/1.1 200 OK"
2026-05-08 15:09:17,283 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/getUpdates "HTTP/1.1 200 OK"
2026-05-08 15:09:17,459 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/answerCallbackQuery "HTTP/1.1 200 OK"
2026-05-08 15:09:17,586 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/editMessageCaption "HTTP/1.1 200 OK"
2026-05-08 15:09:21,505 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/getUpdates "HTTP/1.1 200 OK"
2026-05-08 15:09:21,604 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/answerCallbackQuery "HTTP/1.1 200 OK"
2026-05-08 15:09:22,369 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/editMessageCaption "HTTP/1.1 200 OK"
2026-05-08 15:09:22,374 - apscheduler.scheduler - INFO - Added job "check_318fca12-000f-5000-b000-19828a129543" to job store "default"
2026-05-08 15:09:24,373 - apscheduler.executors.default - INFO - Running job "check_318fca12-000f-5000-b000-19828a129543 (trigger: interval[0:00:02], next run at: 2026-05-08 10:09:26 UTC)" (scheduled at 2026-05-08 10:09:24.371349+00:00)
2026-05-08 15:09:24,967 - apscheduler.executors.default - INFO - Job "check_318fca12-000f-5000-b000-19828a129543 (trigger: interval[0:00:02], next run at: 2026-05-08 10:09:26 UTC)" executed successfully
2026-05-08 15:09:26,378 - apscheduler.executors.default - INFO - Running job "check_318fca12-000f-5000-b000-19828a129543 (trigger: interval[0:00:02], next run at: 2026-05-08 10:09:28 UTC)" (scheduled at 2026-05-08 10:09:26.371349+00:00)
2026-05-08 15:09:26,887 - apscheduler.executors.default - INFO - Job "check_318fca12-000f-5000-b000-19828a129543 (trigger: interval[0:00:02], next run at: 2026-05-08 10:09:28 UTC)" executed successfully
2026-05-08 15:09:28,374 - apscheduler.executors.default - INFO - Running job "check_318fca12-000f-5000-b000-19828a129543 (trigger: interval[0:00:02], next run at: 2026-05-08 10:09:30 UTC)" (scheduled at 2026-05-08 10:09:28.371349+00:00)
2026-05-08 15:09:28,881 - apscheduler.executors.default - INFO - Job "check_318fca12-000f-5000-b000-19828a129543 (trigger: interval[0:00:02], next run at: 2026-05-08 10:09:30 UTC)" executed successfully
2026-05-08 15:09:30,373 - apscheduler.executors.default - INFO - Running job "check_318fca12-000f-5000-b000-19828a129543 (trigger: interval[0:00:02], next run at: 2026-05-08 10:09:32 UTC)" (scheduled at 2026-05-08 10:09:30.371349+00:00)
2026-05-08 15:09:30,897 - apscheduler.executors.default - INFO - Job "check_318fca12-000f-5000-b000-19828a129543 (trigger: interval[0:00:02], next run at: 2026-05-08 10:09:32 UTC)" executed successfully
2026-05-08 15:09:31,618 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/getUpdates "HTTP/1.1 200 OK"
2026-05-08 15:09:32,373 - apscheduler.executors.default - INFO - Running job "check_318fca12-000f-5000-b000-19828a129543 (trigger: interval[0:00:02], next run at: 2026-05-08 10:09:34 UTC)" (scheduled at 2026-05-08 10:09:32.371349+00:00)
2026-05-08 15:09:32,911 - apscheduler.executors.default - INFO - Job "check_318fca12-000f-5000-b000-19828a129543 (trigger: interval[0:00:02], next run at: 2026-05-08 10:09:34 UTC)" executed successfully
2026-05-08 15:09:34,374 - apscheduler.executors.default - INFO - Running job "check_318fca12-000f-5000-b000-19828a129543 (trigger: interval[0:00:02], next run at: 2026-05-08 10:09:36 UTC)" (scheduled at 2026-05-08 10:09:34.371349+00:00)
2026-05-08 15:09:34,899 - apscheduler.executors.default - INFO - Job "check_318fca12-000f-5000-b000-19828a129543 (trigger: interval[0:00:02], next run at: 2026-05-08 10:09:36 UTC)" executed successfully
2026-05-08 15:09:36,373 - apscheduler.executors.default - INFO - Running job "check_318fca12-000f-5000-b000-19828a129543 (trigger: interval[0:00:02], next run at: 2026-05-08 10:09:38 UTC)" (scheduled at 2026-05-08 10:09:36.371349+00:00)
2026-05-08 15:09:36,889 - apscheduler.executors.default - INFO - Job "check_318fca12-000f-5000-b000-19828a129543 (trigger: interval[0:00:02], next run at: 2026-05-08 10:09:38 UTC)" executed successfully
2026-05-08 15:09:38,372 - apscheduler.executors.default - INFO - Running job "check_318fca12-000f-5000-b000-19828a129543 (trigger: interval[0:00:02], next run at: 2026-05-08 10:09:40 UTC)" (scheduled at 2026-05-08 10:09:38.371349+00:00)
2026-05-08 15:09:38,911 - apscheduler.executors.default - INFO - Job "check_318fca12-000f-5000-b000-19828a129543 (trigger: interval[0:00:02], next run at: 2026-05-08 10:09:40 UTC)" executed successfully
2026-05-08 15:09:40,373 - apscheduler.executors.default - INFO - Running job "check_318fca12-000f-5000-b000-19828a129543 (trigger: interval[0:00:02], next run at: 2026-05-08 10:09:42 UTC)" (scheduled at 2026-05-08 10:09:40.371349+00:00)
2026-05-08 15:09:40,899 - apscheduler.executors.default - INFO - Job "check_318fca12-000f-5000-b000-19828a129543 (trigger: interval[0:00:02], next run at: 2026-05-08 10:09:42 UTC)" executed successfully
2026-05-08 15:09:41,724 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8733969922:AAGOFd6S-S5uwV2tXSsIF_zMs_YtCpccG44/getUpdates "HTTP/1.1 200 OK"
